machine_id,lifespan_class,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],timestamp
MCH-M-01,medium,M,304.893,340.0,1297.429,90.0,40.464,2026-02-01T11:05:00
MCH-M-01,medium,M,305.068,340.0,1281.442,90.0,40.55,2026-02-01T11:05:10
MCH-M-01,medium,M,305.203,340.0,1265.641,90.0,40.682,2026-02-01T11:05:20
MCH-M-01,medium,M,305.384,340.0,1235.373,90.0,40.773,2026-02-01T11:05:30
MCH-M-01,medium,M,305.48,340.0,1202.362,90.0,40.904,2026-02-01T11:05:40
MCH-M-01,medium,M,305.751,340.0,1186.746,90.0,41.037,2026-02-01T11:05:50
MCH-M-01,medium,M,305.846,340.0,1178.743,90.0,41.121,2026-02-01T11:06:00
MCH-M-01,medium,M,306.19,340.0,1161.398,90.0,41.231,2026-02-01T11:06:10
MCH-M-01,medium,M,306.244,340.0,1141.594,90.0,41.351,2026-02-01T11:06:20
MCH-M-01,medium,M,306.545,340.0,1128.617,90.0,41.419,2026-02-01T11:06:30
MCH-M-01,medium,M,306.84,340.0,1113.714,90.0,41.516,2026-02-01T11:06:40
MCH-M-01,medium,M,307.171,340.0,1105.627,90.0,41.607,2026-02-01T11:06:50
MCH-M-01,medium,M,307.319,340.0,1100.0,90.0,41.703,2026-02-01T11:07:00
MCH-M-01,medium,M,307.518,340.0,1100.0,90.0,41.797,2026-02-01T11:07:10
MCH-M-01,medium,M,307.763,340.0,1100.0,90.0,41.932,2026-02-01T11:07:20
MCH-M-01,medium,M,308.018,340.0,1100.0,90.0,42.019,2026-02-01T11:07:30
MCH-M-01,medium,M,308.194,340.0,1100.0,90.0,42.111,2026-02-01T11:07:40
MCH-M-01,medium,M,308.386,340.0,1100.0,90.0,42.244,2026-02-01T11:07:50
MCH-M-01,medium,M,308.609,340.0,1100.0,90.0,42.342,2026-02-01T11:08:00
MCH-M-01,medium,M,308.897,340.0,1100.0,90.0,42.436,2026-02-01T11:08:10
MCH-M-01,medium,M,309.247,340.0,1100.0,90.0,42.531,2026-02-01T11:08:20
MCH-M-01,medium,M,309.485,340.0,1100.0,90.0,42.64,2026-02-01T11:08:30
MCH-M-01,medium,M,309.67,340.0,1100.0,90.0,42.777,2026-02-01T11:08:40
MCH-M-01,medium,M,309.955,340.0,1100.0,90.0,42.85,2026-02-01T11:08:50
MCH-M-01,medium,M,310.05,340.0,1100.0,90.0,43.009,2026-02-01T11:09:00
MCH-M-01,medium,M,310.283,340.0,1100.0,90.0,43.121,2026-02-01T11:09:10
MCH-M-01,medium,M,310.534,340.0,1100.0,90.0,43.26,2026-02-01T11:09:20
MCH-M-01,medium,M,310.879,340.0,1100.0,90.0,43.36,2026-02-01T11:09:30
MCH-M-01,medium,M,311.098,340.0,1100.0,90.0,43.474,2026-02-01T11:09:40
MCH-M-01,medium,M,311.359,340.0,1100.0,90.0,43.587,2026-02-01T11:09:50
MCH-M-01,medium,M,311.601,340.0,1100.0,90.0,43.707,2026-02-01T11:10:00
MCH-M-01,medium,M,311.913,340.0,1100.0,90.0,43.806,2026-02-01T11:10:10
MCH-M-01,medium,M,312.234,340.0,1100.0,90.0,43.924,2026-02-01T11:10:20
MCH-M-01,medium,M,312.404,340.0,1100.0,90.0,44.068,2026-02-01T11:10:30
MCH-M-01,medium,M,312.719,340.0,1100.0,90.0,44.202,2026-02-01T11:10:40
MCH-M-01,medium,M,313.162,340.0,1100.0,90.0,44.348,2026-02-01T11:10:50
MCH-M-01,medium,M,313.351,340.0,1100.0,90.0,44.443,2026-02-01T11:11:00
MCH-M-01,medium,M,313.67,340.0,1100.0,90.0,44.61,2026-02-01T11:11:10
MCH-M-01,medium,M,313.85,340.0,1100.0,90.0,44.695,2026-02-01T11:11:20
MCH-M-01,medium,M,314.322,340.0,1100.0,90.0,44.806,2026-02-01T11:11:30
MCH-M-01,medium,M,314.669,340.0,1100.0,90.0,44.921,2026-02-01T11:11:40
MCH-M-01,medium,M,314.991,340.0,1100.0,90.0,44.999,2026-02-01T11:11:50
MCH-M-01,medium,M,315.392,340.0,1100.0,90.0,45.061,2026-02-01T11:12:00
MCH-M-01,medium,M,315.803,340.0,1100.0,90.0,45.14,2026-02-01T11:12:10
MCH-M-01,medium,M,316.281,340.0,1100.0,90.0,45.241,2026-02-01T11:12:20
MCH-M-01,medium,M,316.575,340.0,1100.0,90.0,45.398,2026-02-01T11:12:30
MCH-M-01,medium,M,316.742,340.0,1100.0,90.0,45.526,2026-02-01T11:12:40
MCH-M-01,medium,M,316.811,340.0,1100.0,90.0,45.633,2026-02-01T11:12:50
MCH-M-01,medium,M,317.069,340.0,1100.0,90.0,45.712,2026-02-01T11:13:00
MCH-M-01,medium,M,317.177,340.0,1100.0,90.0,45.851,2026-02-01T11:13:10
MCH-M-01,medium,M,317.457,340.0,1100.0,90.0,45.922,2026-02-01T11:13:20
MCH-M-01,medium,M,317.461,340.0,1100.0,90.0,45.977,2026-02-01T11:13:30
MCH-M-01,medium,M,317.734,340.0,1100.0,90.0,46.089,2026-02-01T11:13:40
MCH-M-01,medium,M,317.857,340.0,1100.0,90.0,46.178,2026-02-01T11:13:50
MCH-M-01,medium,M,318.166,340.0,1100.0,90.0,46.267,2026-02-01T11:14:00
MCH-M-01,medium,M,318.166,340.0,1100.0,90.0,46.348,2026-02-01T11:14:10
MCH-M-01,medium,M,318.256,340.0,1100.0,90.0,46.428,2026-02-01T11:14:20
MCH-M-01,medium,M,318.357,340.0,1100.0,90.0,46.591,2026-02-01T11:14:30
MCH-M-01,medium,M,318.588,340.0,1100.0,90.0,46.701,2026-02-01T11:14:40
MCH-M-01,medium,M,318.835,340.0,1100.0,90.0,46.786,2026-02-01T11:14:50
MCH-M-01,medium,M,318.709,340.0,1100.0,90.0,46.87,2026-02-01T11:15:00
MCH-M-01,medium,M,318.818,340.0,1100.0,90.0,46.965,2026-02-01T11:15:10
MCH-M-01,medium,M,318.895,340.0,1100.0,90.0,47.066,2026-02-01T11:15:20
MCH-M-01,medium,M,318.959,340.0,1100.0,90.0,47.19,2026-02-01T11:15:30
MCH-M-01,medium,M,319.187,340.0,1100.0,90.0,47.341,2026-02-01T11:15:40
MCH-M-01,medium,M,319.236,340.0,1100.0,90.0,47.497,2026-02-01T11:15:50
MCH-M-01,medium,M,319.278,340.0,1100.0,90.0,47.577,2026-02-01T11:16:00
MCH-M-01,medium,M,319.324,340.0,1100.0,90.0,47.692,2026-02-01T11:16:10
MCH-M-01,medium,M,319.499,340.0,1100.0,90.0,47.796,2026-02-01T11:16:20
MCH-M-01,medium,M,319.563,340.0,1100.0,90.0,47.901,2026-02-01T11:16:30
MCH-M-01,medium,M,319.549,340.0,1100.0,90.0,48.068,2026-02-01T11:16:40
MCH-M-01,medium,M,319.639,340.0,1100.0,90.0,48.182,2026-02-01T11:16:50
MCH-M-01,medium,M,319.616,340.0,1100.0,90.0,48.302,2026-02-01T11:17:00
MCH-M-01,medium,M,319.713,340.0,1100.0,90.0,48.372,2026-02-01T11:17:10
MCH-M-01,medium,M,319.712,340.0,1100.0,90.0,24.376,2026-02-01T11:17:20
MCH-M-01,medium,M,319.743,340.0,1100.0,90.0,24.519,2026-02-01T11:17:30
MCH-M-01,medium,M,319.597,340.0,1100.0,90.0,24.62,2026-02-01T11:17:40
MCH-M-01,medium,M,319.487,340.0,1100.0,90.0,24.71,2026-02-01T11:17:50
MCH-M-01,medium,M,319.54,340.0,1100.0,90.0,24.852,2026-02-01T11:18:00
MCH-M-01,medium,M,319.517,340.0,1100.0,90.0,24.992,2026-02-01T11:18:10
MCH-M-01,medium,M,319.29,340.0,1100.0,90.0,25.127,2026-02-01T11:18:20
MCH-M-01,medium,M,319.217,340.0,1100.0,90.0,25.195,2026-02-01T11:18:30
MCH-M-01,medium,M,319.193,340.0,1100.0,90.0,25.348,2026-02-01T11:18:40
MCH-M-01,medium,M,319.011,340.0,1100.0,90.0,25.415,2026-02-01T11:18:50
MCH-M-01,medium,M,318.828,340.0,1100.0,90.0,25.503,2026-02-01T11:19:00
MCH-M-01,medium,M,318.823,340.0,1100.0,90.0,25.59,2026-02-01T11:19:10
MCH-M-01,medium,M,318.735,340.0,1100.0,90.0,25.67,2026-02-01T11:19:20
MCH-M-01,medium,M,318.867,340.0,1100.0,90.0,25.801,2026-02-01T11:19:30
MCH-M-01,medium,M,318.55,340.0,1100.0,90.0,25.926,2026-02-01T11:19:40
MCH-M-01,medium,M,318.313,340.0,1100.0,90.0,26.025,2026-02-01T11:19:50
MCH-M-01,medium,M,318.214,340.0,1100.0,90.0,26.095,2026-02-01T11:20:00
MCH-M-01,medium,M,318.065,340.0,1100.0,90.0,26.177,2026-02-01T11:20:10
MCH-M-01,medium,M,317.994,340.0,1100.0,90.0,26.323,2026-02-01T11:20:20
MCH-M-01,medium,M,317.91,340.0,1100.0,90.0,26.386,2026-02-01T11:20:30
MCH-M-01,medium,M,317.77,340.0,1100.0,90.0,26.446,2026-02-01T11:20:40
MCH-M-01,medium,M,317.739,340.0,1100.0,90.0,26.537,2026-02-01T11:20:50
MCH-M-01,medium,M,317.578,340.0,1100.0,90.0,26.644,2026-02-01T11:21:00
MCH-M-01,medium,M,317.415,340.0,1100.0,90.0,26.72,2026-02-01T11:21:10
MCH-M-01,medium,M,317.272,340.0,1103.16,90.0,26.839,2026-02-01T11:21:20
MCH-M-01,medium,M,317.038,340.0,1128.563,90.0,26.957,2026-02-01T11:21:30
MCH-M-01,medium,M,316.856,340.0,1149.072,90.0,27.027,2026-02-01T11:21:40
MCH-M-01,medium,M,316.525,340.0,1149.291,90.0,27.1,2026-02-01T11:21:50
MCH-M-01,medium,M,316.527,340.0,1162.11,90.0,27.215,2026-02-01T11:22:00
MCH-M-01,medium,M,316.255,340.0,1180.908,90.0,27.311,2026-02-01T11:22:10
MCH-M-01,medium,M,315.913,340.0,1190.255,90.0,27.402,2026-02-01T11:22:20
MCH-M-01,medium,M,315.726,340.0,1208.123,90.0,27.498,2026-02-01T11:22:30
MCH-M-01,medium,M,315.511,340.0,1241.947,90.0,27.639,2026-02-01T11:22:40
MCH-M-01,medium,M,315.485,340.0,1265.0,90.0,27.733,2026-02-01T11:22:50
MCH-M-01,medium,M,315.128,340.0,1278.133,90.0,27.861,2026-02-01T11:23:00
MCH-M-01,medium,M,314.841,340.0,1284.526,90.0,27.983,2026-02-01T11:23:10
MCH-M-01,medium,M,314.698,340.0,1318.757,90.0,28.105,2026-02-01T11:23:20
MCH-M-01,medium,M,314.344,340.0,1345.483,90.0,28.199,2026-02-01T11:23:30
MCH-M-01,medium,M,314.0,340.0,1364.566,90.0,28.298,2026-02-01T11:23:40
MCH-M-01,medium,M,313.933,340.0,1388.473,90.0,28.412,2026-02-01T11:23:50
MCH-M-01,medium,M,313.737,340.0,1404.567,90.0,28.504,2026-02-01T11:24:00
MCH-M-01,medium,M,313.561,340.0,1422.981,90.0,28.585,2026-02-01T11:24:10
MCH-M-01,medium,M,313.365,340.0,1447.104,90.0,28.763,2026-02-01T11:24:20
MCH-M-01,medium,M,312.965,340.0,1456.248,90.0,28.911,2026-02-01T11:24:30
MCH-M-01,medium,M,312.716,340.0,1466.047,90.0,29.065,2026-02-01T11:24:40
MCH-M-01,medium,M,312.436,340.0,1494.258,90.0,29.14,2026-02-01T11:24:50
MCH-M-01,medium,M,312.145,340.0,1476.959,90.0,29.215,2026-02-01T11:25:00
MCH-M-01,medium,M,311.756,340.0,1501.746,90.0,29.305,2026-02-01T11:25:10
MCH-M-01,medium,M,311.483,340.0,1512.198,90.0,29.415,2026-02-01T11:25:20
MCH-M-01,medium,M,311.23,340.0,1530.712,90.0,29.518,2026-02-01T11:25:30
MCH-M-01,medium,M,311.015,340.0,1550.435,90.0,29.653,2026-02-01T11:25:40
MCH-M-01,medium,M,310.837,340.0,1573.726,90.0,29.779,2026-02-01T11:25:50
MCH-M-01,medium,M,310.545,340.0,1604.038,90.0,29.941,2026-02-01T11:26:00
MCH-M-01,medium,M,310.417,340.0,1627.092,90.0,30.035,2026-02-01T11:26:10
MCH-M-01,medium,M,310.198,340.0,1641.815,90.0,30.152,2026-02-01T11:26:20
MCH-M-01,medium,M,309.897,340.0,1662.89,90.0,30.231,2026-02-01T11:26:30
MCH-M-01,medium,M,309.775,340.0,1684.89,90.0,30.319,2026-02-01T11:26:40
MCH-M-01,medium,M,309.696,340.0,1710.518,90.0,30.428,2026-02-01T11:26:50
MCH-M-01,medium,M,309.331,340.0,1750.281,90.0,30.525,2026-02-01T11:27:00
MCH-M-01,medium,M,309.098,340.0,1770.013,90.0,30.616,2026-02-01T11:27:10
MCH-M-01,medium,M,308.999,340.0,1791.376,90.0,30.746,2026-02-01T11:27:20
MCH-M-01,medium,M,308.807,340.0,1810.757,90.0,30.878,2026-02-01T11:27:30
MCH-M-01,medium,M,308.465,340.0,1826.435,90.0,31.002,2026-02-01T11:27:40
MCH-M-01,medium,M,308.387,340.0,1846.069,90.0,31.069,2026-02-01T11:27:50
MCH-M-01,medium,M,308.167,340.0,1868.374,90.0,31.194,2026-02-01T11:28:00
MCH-M-01,medium,M,308.045,340.0,1900.0,90.0,31.278,2026-02-01T11:28:10
MCH-M-01,medium,M,307.929,340.0,1900.0,90.0,31.42,2026-02-01T11:28:20
MCH-M-01,medium,M,307.876,340.0,1900.0,90.0,31.541,2026-02-01T11:28:30
MCH-M-01,medium,M,307.831,340.0,1900.0,90.0,31.61,2026-02-01T11:28:40
MCH-M-01,medium,M,307.558,340.0,1900.0,90.0,31.689,2026-02-01T11:28:50
MCH-M-01,medium,M,307.346,340.0,1900.0,90.0,31.787,2026-02-01T11:29:00
MCH-M-01,medium,M,307.324,340.0,1900.0,90.0,31.901,2026-02-01T11:29:10
MCH-M-01,medium,M,307.122,340.0,1900.0,90.0,31.993,2026-02-01T11:29:20
MCH-M-01,medium,M,307.161,340.0,1900.0,90.0,32.093,2026-02-01T11:29:30
MCH-M-01,medium,M,307.063,340.0,1900.0,90.0,32.215,2026-02-01T11:29:40
MCH-M-01,medium,M,306.943,340.0,1900.0,90.0,32.332,2026-02-01T11:29:50
MCH-M-01,medium,M,306.832,340.0,1900.0,90.0,32.383,2026-02-01T11:30:00
MCH-M-01,medium,M,306.907,340.0,1900.0,90.0,32.481,2026-02-01T11:30:10
MCH-M-01,medium,M,306.968,340.0,1900.0,90.0,32.54,2026-02-01T11:30:20
MCH-M-01,medium,M,306.957,340.0,1900.0,90.0,32.628,2026-02-01T11:30:30
MCH-M-01,medium,M,306.935,340.0,1900.0,90.0,32.723,2026-02-01T11:30:40
MCH-M-01,medium,M,306.89,340.0,1900.0,90.0,32.83,2026-02-01T11:30:50
MCH-M-01,medium,M,307.04,340.0,1900.0,90.0,32.896,2026-02-01T11:31:00
MCH-M-01,medium,M,307.264,340.0,1900.0,90.0,32.975,2026-02-01T11:31:10
MCH-M-01,medium,M,307.25,340.0,1900.0,90.0,33.085,2026-02-01T11:31:20
MCH-M-01,medium,M,307.313,340.0,1900.0,90.0,33.197,2026-02-01T11:31:30
MCH-M-01,medium,M,307.529,340.0,1900.0,90.0,33.303,2026-02-01T11:31:40
MCH-M-01,medium,M,307.665,340.0,1900.0,90.0,33.396,2026-02-01T11:31:50
MCH-M-01,medium,M,307.662,340.0,1900.0,90.0,33.484,2026-02-01T11:32:00
MCH-M-01,medium,M,307.645,340.0,1900.0,90.0,33.552,2026-02-01T11:32:10
MCH-M-01,medium,M,307.853,340.0,1900.0,90.0,33.62,2026-02-01T11:32:20
MCH-M-01,medium,M,307.78,340.0,1900.0,90.0,33.741,2026-02-01T11:32:30
MCH-M-01,medium,M,307.872,340.0,1900.0,90.0,33.851,2026-02-01T11:32:40
MCH-M-01,medium,M,307.883,340.0,1900.0,90.0,33.956,2026-02-01T11:32:50
MCH-M-01,medium,M,308.068,340.0,1900.0,90.0,34.086,2026-02-01T11:33:00
MCH-M-01,medium,M,308.188,340.0,1900.0,90.0,34.226,2026-02-01T11:33:10
MCH-M-01,medium,M,308.352,340.0,1900.0,90.0,34.356,2026-02-01T11:33:20
MCH-M-01,medium,M,308.496,340.0,1900.0,90.0,34.428,2026-02-01T11:33:30
MCH-M-01,medium,M,308.76,340.0,1900.0,90.0,34.563,2026-02-01T11:33:40
MCH-M-01,medium,M,309.088,340.0,1900.0,90.0,34.657,2026-02-01T11:33:50
MCH-M-01,medium,M,309.381,340.0,1900.0,90.0,34.734,2026-02-01T11:34:00
MCH-M-01,medium,M,309.662,340.0,1900.0,90.0,34.872,2026-02-01T11:34:10
MCH-M-01,medium,M,309.944,340.0,1900.0,90.0,35.038,2026-02-01T11:34:20
MCH-M-01,medium,M,310.173,340.0,1900.0,90.0,35.173,2026-02-01T11:34:30
MCH-M-01,medium,M,310.554,340.0,1900.0,90.0,35.291,2026-02-01T11:34:40
MCH-M-01,medium,M,310.866,340.0,1900.0,90.0,35.445,2026-02-01T11:34:50
MCH-M-01,medium,M,311.061,340.0,1900.0,90.0,35.548,2026-02-01T11:35:00
MCH-M-01,medium,M,311.229,340.0,1900.0,90.0,35.704,2026-02-01T11:35:10
MCH-M-01,medium,M,311.472,340.0,1900.0,90.0,35.836,2026-02-01T11:35:20
MCH-M-01,medium,M,311.71,340.0,1900.0,90.0,35.937,2026-02-01T11:35:30
MCH-M-01,medium,M,311.955,340.0,1900.0,90.0,36.034,2026-02-01T11:35:40
MCH-M-01,medium,M,312.421,340.0,1900.0,90.0,36.132,2026-02-01T11:35:50
MCH-M-01,medium,M,312.918,340.0,1900.0,90.0,36.255,2026-02-01T11:36:00
MCH-M-01,medium,M,313.22,340.0,1900.0,90.0,36.342,2026-02-01T11:36:10
MCH-M-01,medium,M,313.57,340.0,1900.0,90.0,36.427,2026-02-01T11:36:20
MCH-M-01,medium,M,313.943,340.0,1900.0,90.0,36.48,2026-02-01T11:36:30
MCH-M-01,medium,M,314.156,340.0,1900.0,90.0,36.574,2026-02-01T11:36:40
MCH-M-01,medium,M,314.701,340.0,1900.0,90.0,36.706,2026-02-01T11:36:50
MCH-M-01,medium,M,315.226,340.0,1900.0,90.0,36.819,2026-02-01T11:37:00
MCH-M-01,medium,M,315.664,340.0,1900.0,90.0,2.932,2026-02-01T11:37:10
MCH-M-01,medium,M,316.239,340.0,1900.0,90.0,3.006,2026-02-01T11:37:20
MCH-M-01,medium,M,316.564,340.0,1900.0,90.0,3.156,2026-02-01T11:37:30
MCH-M-01,medium,M,317.111,340.0,1900.0,90.0,3.304,2026-02-01T11:37:40
MCH-M-01,medium,M,317.482,340.0,1900.0,90.0,3.412,2026-02-01T11:37:50
MCH-M-01,medium,M,317.76,340.0,1900.0,90.0,3.523,2026-02-01T11:38:00
MCH-M-01,medium,M,317.984,340.0,1900.0,90.0,3.648,2026-02-01T11:38:10
MCH-M-01,medium,M,318.428,340.0,1900.0,90.0,3.786,2026-02-01T11:38:20
MCH-M-01,medium,M,318.807,340.0,1900.0,90.0,3.881,2026-02-01T11:38:30
MCH-M-01,medium,M,319.247,340.0,1900.0,90.0,3.966,2026-02-01T11:38:40
MCH-M-01,medium,M,319.755,340.0,1900.0,90.0,4.044,2026-02-01T11:38:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.175,2026-02-01T11:39:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.34,2026-02-01T11:39:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.419,2026-02-01T11:39:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.507,2026-02-01T11:39:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.646,2026-02-01T11:39:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.806,2026-02-01T11:39:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.935,2026-02-01T11:40:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,4.992,2026-02-01T11:40:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.074,2026-02-01T11:40:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.228,2026-02-01T11:40:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.336,2026-02-01T11:40:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.49,2026-02-01T11:40:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.567,2026-02-01T11:41:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.716,2026-02-01T11:41:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.845,2026-02-01T11:41:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,5.945,2026-02-01T11:41:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.016,2026-02-01T11:41:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.084,2026-02-01T11:41:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.211,2026-02-01T11:42:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.329,2026-02-01T11:42:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.455,2026-02-01T11:42:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.565,2026-02-01T11:42:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.699,2026-02-01T11:42:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.808,2026-02-01T11:42:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.875,2026-02-01T11:43:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,6.974,2026-02-01T11:43:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.063,2026-02-01T11:43:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.157,2026-02-01T11:43:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.271,2026-02-01T11:43:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.395,2026-02-01T11:43:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.514,2026-02-01T11:44:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.608,2026-02-01T11:44:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.725,2026-02-01T11:44:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.804,2026-02-01T11:44:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,7.931,2026-02-01T11:44:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.031,2026-02-01T11:44:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.156,2026-02-01T11:45:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.299,2026-02-01T11:45:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.387,2026-02-01T11:45:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.516,2026-02-01T11:45:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.614,2026-02-01T11:45:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.72,2026-02-01T11:45:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.804,2026-02-01T11:46:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.908,2026-02-01T11:46:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,8.979,2026-02-01T11:46:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.086,2026-02-01T11:46:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.205,2026-02-01T11:46:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.332,2026-02-01T11:46:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.447,2026-02-01T11:47:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.58,2026-02-01T11:47:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.692,2026-02-01T11:47:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.786,2026-02-01T11:47:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,9.903,2026-02-01T11:47:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.02,2026-02-01T11:47:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.088,2026-02-01T11:48:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.132,2026-02-01T11:48:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.276,2026-02-01T11:48:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.316,2026-02-01T11:48:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.452,2026-02-01T11:48:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.562,2026-02-01T11:48:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.656,2026-02-01T11:49:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.784,2026-02-01T11:49:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.833,2026-02-01T11:49:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,10.883,2026-02-01T11:49:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.01,2026-02-01T11:49:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.106,2026-02-01T11:49:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.177,2026-02-01T11:50:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.296,2026-02-01T11:50:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.353,2026-02-01T11:50:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.455,2026-02-01T11:50:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.565,2026-02-01T11:50:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.696,2026-02-01T11:50:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.751,2026-02-01T11:51:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.867,2026-02-01T11:51:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,11.983,2026-02-01T11:51:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.054,2026-02-01T11:51:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.189,2026-02-01T11:51:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.298,2026-02-01T11:51:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.4,2026-02-01T11:52:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.517,2026-02-01T11:52:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.649,2026-02-01T11:52:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.781,2026-02-01T11:52:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,12.924,2026-02-01T11:52:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.111,2026-02-01T11:52:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.229,2026-02-01T11:53:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.319,2026-02-01T11:53:10
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.395,2026-02-01T11:53:20
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.532,2026-02-01T11:53:30
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.606,2026-02-01T11:53:40
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.756,2026-02-01T11:53:50
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.803,2026-02-01T11:54:00
MCH-M-01,medium,M,320.0,340.0,1900.0,90.0,13.859,2026-02-01T11:54:10
